Profile ID,GW,OR,#,OP,GWR,GWP,PB,TM,TC,£m
359167,GW8,"1,510,671",down,477,"4,221,537",63,2,2,0,101.4
359167,GW7,"1,405,202",down,414,"6,248,480",60,2,0,0,101
359167,GW6,"973,657",down,354,"3,334,274",58,1,1,0,100.7
359167,GW5,"901,211",up,296,"895,251",58,3,1,0,100.6
359167,GW4,"1,752,504",up,238,"2,382,655",74,10,0,0,100.2
359167,GW3,"2,590,197",down,164,"7,791,377",42,2,1,0,100.1
359167,GW2,"1,482,982",down,122,"4,994,518",52,6,1,0,100
359167,GW1,"958,151",same,70,"958,151",70,8,0,0,100
10548214,GW38,"3,594,633",down,2024,"8,295,017",34,0,0,0,101.8
10548214,GW37,"3,372,859",up,1990,"3,366,415",63,8,0,0,101.8
10548214,GW36,"3,423,131",down,1927,"6,152,810",68,5,0,0,101.8
10548214,GW35,"3,289,816",up,1859,"3,783,510",57,6,0,0,101.9
10548214,GW34,"3,338,215",up,1802,"4,476,707",41,0,0,0,101.5
10548214,GW33,"3,388,115",down,1761,"6,729,184",62,27,0,0,101.4
10548214,GW32,"3,134,967",up,1699,"437,591",71,3,0,0,101.4
10548214,GW31,"3,619,552",down,1628,"8,407,792",29,0,0,0,101.5
10548214,GW30,"3,202,994",up,1599,"4,480,122",47,0,0,0,101.6
10548214,GW29,"3,223,467",down,1552,"7,545,442",50,3,0,0,101.6
10548214,GW28,"2,948,604",down,1502,"6,148,312",54,3,0,0,101.5
10548214,GW27,"2,748,633",down,1448,"8,296,258",42,16,5,0,101.4
10548214,GW26,"2,612,197",down,1406,"8,353,392",53,1,0,0,101.5
10548214,GW25,"2,315,311",down,1353,"4,417,628",64,8,0,0,101.4
10548214,GW24,"2,296,858",down,1289,"8,297,588",50,2,0,0,101.7
10548214,GW23,"2,049,340",down,1239,"6,907,487",42,3,0,0,101.8
10548214,GW22,"2,013,099",up,1197,"3,725,982",45,2,0,0,101.9
10548214,GW21,"2,210,546",down,1152,"6,444,874",48,18,0,0,102
10548214,GW20,"1,983,385",down,1104,"10,524,240",29,2,0,0,102.3
10548214,GW19,"1,434,632",down,1075,"10,777,220",30,3,0,0,102.4
10548214,GW18,"1,157,413",down,1045,"10,335,093",34,11,0,0,102.4
10548214,GW17,"864,201",down,1011,"6,227,450",69,6,1,0,102.3
10548214,GW16,"632,610",up,942,"1,319,283",79,3,0,0,102.6
10548214,GW15,"770,429",up,863,"1,353,228",65,5,0,0,102.5
10548214,GW14,"1,086,758",up,798,"955,169",80,7,0,0,102.3
10548214,GW13,"1,482,710",up,718,"2,759,734",43,17,0,0,102.5
10548214,GW12,"1,667,471",down,675,"10,071,572",28,8,0,0,102.7
10548214,GW11,"1,146,762",down,647,"9,082,716",33,9,3,0,102.7
10548214,GW10,"883,610",up,614,"1,200,105",82,9,0,0,102.2
10548214,GW9,"1,204,783",up,532,"699,091",67,4,0,0,102.1
10548214,GW8,"2,105,689",up,465,"2,298,103",69,4,0,0,102.3
10548214,GW7,"2,442,523",up,396,"4,245,397",67,3,0,0,101.8
10548214,GW6,"2,450,602",up,329,"2,348,264",62,7,0,0,101.3
10548214,GW5,"3,418,967",up,267,"145,076",67,17,1,0,101.1
10548214,GW4,"6,476,429",up,200,"189,189",91,11,1,0,100.8
10548214,GW3,"9,212,382",up,109,"1,218,279",62,9,0,0,100.6
10548214,GW2,"10,109,877",same,47,"6,465,899",47,14,0,0,100
3125152,GW38,"3,650,354",down,2021,"7,653,278",36,0,0,0,99.5
3125152,GW37,"3,469,678",up,1985,"161,555",86,0,0,0,99.4
3125152,GW36,"3,986,287",up,1899,"4,078,492",76,0,0,0,99.6
3125152,GW35,"4,049,561",up,1823,"4,551,058",55,3,0,0,99.4
3125152,GW34,"4,070,314",up,1768,"4,476,707",41,0,0,0,98.9
3125152,GW33,"4,167,070",down,1727,"6,163,201",64,30,0,0,98.7
3125152,GW32,"4,031,710",down,1663,"11,177,694",31,2,0,0,98.7
3125152,GW31,"3,517,087",up,1632,"3,639,624",49,0,0,0,99.1
3125152,GW30,"3,652,218",up,1583,"451,442",64,8,0,0,99
3125152,GW29,"4,196,765",up,1519,"4,969,055",59,2,0,0,99.1
3125152,GW28,"4,242,591",down,1460,"9,852,224",40,0,0,0,99.4
3125152,GW27,"3,655,631",down,1420,"7,767,657",42,6,0,0,99.5
3125152,GW26,"3,510,801",down,1378,"11,913,762",38,12,0,0,99.6
3125152,GW25,"2,725,055",up,1340,"1,327,393",74,5,0,0,99.3
3125152,GW24,"3,068,728",up,1266,"5,020,152",58,3,0,0,99.2
3125152,GW23,"3,113,059",up,1208,"5,058,655",47,17,5,0,98.8
3125152,GW22,"3,240,723",up,1161,"3,725,982",45,5,0,0,98.4
3125152,GW21,"3,464,522",down,1116,"6,072,573",49,3,0,0,98.6
3125152,GW20,"3,280,927",down,1067,"11,667,746",24,1,0,0,98.8
3125152,GW19,"2,475,968",up,1043,"5,721,223",41,2,0,0,99.1
3125152,GW18,"2,491,955",down,1002,"11,743,721",28,11,0,0,99.5
3125152,GW17,"1,875,568",down,974,"5,779,895",70,2,0,0,99.5
3125152,GW16,"1,593,648",down,904,"4,788,918",64,5,0,0,99.8
3125152,GW15,"1,415,481",up,840,"3,702,985",55,4,0,0,100.1
3125152,GW14,"1,510,760",down,785,"5,032,111",64,3,0,0,100.2
3125152,GW13,"1,379,143",up,721,"4,088,014",39,5,0,0,100.4
3125152,GW12,"1,393,083",up,682,"2,725,384",48,9,1,0,100.4
3125152,GW11,"1,674,169",down,634,"7,603,976",36,7,5,0,100.5
3125152,GW10,"1,473,928",up,598,"626,989",86,13,0,0,100.6
3125152,GW9,"2,152,499",down,512,"8,044,269",40,4,0,0,100.5
3125152,GW8,"1,740,730",up,472,"2,053,797",70,15,0,0,100.6
3125152,GW7,"2,068,682",up,402,"2,582,789",73,11,0,0,99.9
3125152,GW6,"2,455,527",up,329,"1,227,843",69,9,0,0,99.5
3125152,GW5,"4,263,174",up,260,"1,465,930",55,0,1,0,100
3125152,GW4,"5,883,474",up,205,"4,876,480",66,18,0,0,100
3125152,GW3,"6,655,244",up,139,"1,920,624",59,8,1,0,99.9
3125152,GW2,"8,509,252",up,80,"7,829,949",43,2,1,0,100
3125152,GW1,"8,650,853",same,37,"8,650,867",37,13,0,0,100
3213688,GW38,"3,973,892",up,2004,"1,617,038",60,0,0,0,99
3213688,GW37,"4,282,728",up,1944,"2,249,357",68,0,2,0,99.4
3213688,GW36,"4,465,444",up,1876,"1,305,989",89,8,0,0,99.2
3213688,GW35,"4,836,799",up,1787,"376,908",74,4,0,0,99.4
3213688,GW34,"5,294,942",down,1713,"7,257,182",33,0,2,4,99.2
3213688,GW33,"5,175,202",down,1684,"10,163,746",50,12,1,0,99
3213688,GW32,"4,772,143",up,1634,"587,247",70,5,2,0,99.5
3213688,GW31,"5,299,369",up,1564,"1,917,056",58,3,1,0,99.7
3213688,GW30,"5,824,733",up,1506,"4,466,390",48,8,4,0,100
3213688,GW29,"5,966,801",down,1458,"6,386,044",54,2,0,0,100.1
3213688,GW28,"5,945,142",down,1404,"9,618,696",41,0,0,0,100.8
3213688,GW27,"5,543,630",down,1363,"11,994,023",32,5,2,0,100.8
3213688,GW26,"5,079,042",up,1331,"3,695,224",67,4,2,0,101.2
3213688,GW25,"5,305,989",up,1264,"1,776,432",72,5,0,0,101.1
3213688,GW24,"5,704,105",down,1192,"11,885,629",37,9,0,0,101.7
3213688,GW23,"5,075,464",up,1155,"3,107,875",52,18,3,0,101.8
3213688,GW22,"5,356,343",down,1103,"9,283,868",34,6,0,0,101.5
3213688,GW21,"5,168,667",up,1069,"4,586,743",53,13,0,0,101.4
3213688,GW20,"5,215,729",down,1016,"7,054,043",40,14,3,0,101.5
3213688,GW19,"5,075,442",up,976,"1,244,539",54,7,0,0,101.8
3213688,GW18,"5,571,675",down,922,"8,382,536",39,14,0,0,102.1
3213688,GW17,"5,368,786",up,883,"4,623,817",74,7,0,0,101.9
3213688,GW16,"5,474,980",down,809,"6,032,417",61,13,4,0,101.7
3213688,GW15,"5,452,256",down,748,"5,895,048",49,15,0,0,101.5
3213688,GW14,"5,428,906",up,699,"4,699,745",65,6,0,0,101.8
3213688,GW13,"5,595,859",down,634,"8,752,472",29,0,2,0,101.9
3213688,GW12,"5,301,105",down,605,"6,714,142",37,2,1,0,102.1
3213688,GW11,"5,178,828",down,568,"8,130,985",34,5,0,0,101.4
3213688,GW10,"4,900,042",up,534,"947,131",84,23,1,0,100.8
3213688,GW9,"5,905,444",down,450,"8,005,090",41,33,3,0,100.1
3213688,GW8,"5,516,771",up,409,"1,466,337",73,10,0,0,99.9
3213688,GW7,"6,762,520",up,336,"2,582,789",73,21,0,0,99.2
3213688,GW6,"7,985,445",down,263,"9,021,043",31,1,0,0,99.4
3213688,GW5,"7,375,581",up,232,"3,755,413",48,10,2,0,99.8
3213688,GW4,"8,058,963",up,184,"7,945,909",57,4,0,0,100.1
3213688,GW3,"8,073,389",down,127,"8,554,323",40,3,2,4,100
3213688,GW2,"7,246,038",down,91,"6,949,813",46,14,1,0,99.8
3213688,GW1,"7,165,709",same,45,"7,165,720",45,23,0,0,100
9734730,GW38,"4,892,185",up,1955,"5,820,862",42,0,0,0,102.5
9734730,GW37,"4,895,616",up,1913,"4,683,562",59,3,0,0,102.5
9734730,GW36,"4,918,172",down,1854,"6,594,646",67,5,1,0,102.3
9734730,GW35,"4,838,867",down,1787,"6,935,835",50,3,1,0,102.4
9734730,GW34,"4,767,101",up,1737,"1,703,358",55,0,1,0,101.8
9734730,GW33,"5,223,491",up,1682,"1,130,935",99,5,2,0,101.8
9734730,GW32,"6,013,856",up,1583,"485,184",71,3,1,0,102.2
9734730,GW31,"6,583,816",up,1512,"5,855,353",39,10,0,0,102.4
9734730,GW30,"6,677,977",up,1473,"1,871,223",55,9,0,0,102.6
9734730,GW29,"7,010,872",down,1418,"6,899,629",53,7,1,0,102.2
9734730,GW28,"7,002,327",up,1365,"2,583,852",69,1,2,0,102.4
9734730,GW27,"7,462,935",up,1296,"5,606,750",47,11,2,0,102.4
9734730,GW26,"7,474,955",down,1249,"11,299,928",42,13,0,0,102.7
9734730,GW25,"7,050,049",down,1207,"10,557,838",45,1,0,0,102.8
9734730,GW24,"6,681,594",up,1162,"515,792",76,9,0,0,102.7
9734730,GW23,"7,318,640",down,1086,"11,266,202",32,17,3,4,102.7
9734730,GW22,"6,817,575",down,1058,"8,776,682",35,14,0,0,102.9
9734730,GW21,"6,652,892",down,1023,"7,127,067",47,13,2,0,102.8
9734730,GW20,"6,596,073",down,976,"7,355,225",39,4,1,0,103
9734730,GW19,"6,496,674",up,937,"3,384,897",47,10,1,0,102.7
9734730,GW18,"6,693,602",up,890,"334,255",68,5,1,0,102.4
9734730,GW17,"7,433,338",up,822,"2,977,227",81,3,4,0,101.6
9734730,GW16,"8,006,644",up,741,"3,082,046",70,6,0,0,101
9734730,GW15,"8,470,238",up,671,"1,641,604",64,11,2,0,100.9
9734730,GW14,"8,983,115",up,607,"2,811,227",71,2,0,0,100.7
9734730,GW13,"9,591,573",down,536,"10,012,341",25,5,0,0,100.9
9734730,GW12,"9,383,431",up,511,"1,983,767",51,2,1,0,101.1
9734730,GW11,"9,783,538",down,460,"8,632,441",33,10,0,0,101.3
9734730,GW10,"9,696,871",down,427,"5,640,141",68,17,4,12,101.1
9734730,GW9,"9,667,410",down,371,"10,544,504",34,14,1,0,101.1
9734730,GW8,"9,318,124",up,337,"5,879,323",58,11,3,0,101.1
9734730,GW7,"9,746,289",up,279,"8,557,439",51,12,0,0,101.3
9734730,GW6,"9,775,299",up,228,"7,216,236",38,5,0,0,101.2
9734730,GW5,"9,835,460",down,190,"10,108,297",32,6,1,0,101.2
9734730,GW4,"9,582,599",up,158,"3,860,408",69,18,0,0,100.7
9734730,GW3,"10,054,257",up,89,"1,590,781",61,0,6,20,100.6
9734730,GW2,"10,065,309",same,48,"6,140,282",48,7,0,0,100.2
5309098,GW38,"4,910,048",down,1954,"9,547,275",31,0,1,0,101.2
5309098,GW37,"4,696,882",up,1923,"3,923,475",62,0,1,0,101.4
5309098,GW36,"4,773,640",up,1861,"4,020,080",77,0,2,0,101.6
5309098,GW35,"4,900,637",down,1784,"6,595,888",50,11,0,0,101.5
5309098,GW34,"4,830,987",up,1734,"1,287,588",58,0,1,0,101.1
5309098,GW33,"5,358,961",down,1676,"5,590,634",67,5,2,4,101.3
5309098,GW32,"5,290,371",down,1613,"6,621,656",47,0,1,0,101.9
5309098,GW31,"5,247,717",up,1566,"4,930,754",43,1,0,0,101.7
5309098,GW30,"5,363,942",up,1523,"3,960,849",49,3,1,0,101.8
5309098,GW29,"5,524,047",up,1474,"3,582,174",65,0,1,0,101.3
5309098,GW28,"5,804,447",up,1409,"2,424,920",69,2,0,0,101.5
5309098,GW27,"6,251,436",down,1340,"9,724,567",39,4,2,0,101.7
5309098,GW26,"6,027,583",up,1301,"4,411,846",64,13,0,0,101.5
5309098,GW25,"6,174,163",up,1237,"17,308",100,0,1,0,101.5
5309098,GW24,"7,408,723",up,1137,"4,156,211",61,1,2,0,101.5
5309098,GW23,"7,591,501",down,1076,"9,627,738",36,11,0,0,101.5
5309098,GW22,"7,327,376",down,1040,"8,052,304",37,7,1,0,101.3
5309098,GW21,"7,209,320",up,1003,"1,914,425",62,9,1,0,101.3
5309098,GW20,"7,625,107",up,941,"5,484,911",44,1,1,0,101.3
5309098,GW19,"7,725,879",down,897,"6,061,108",41,2,1,0,101.4
5309098,GW18,"7,723,381",down,856,"12,340,432",23,11,1,0,101.5
5309098,GW17,"7,098,020",down,833,"10,008,154",51,2,1,0,101.3
5309098,GW16,"6,567,067",up,782,"4,417,839",66,7,5,0,100.9
5309098,GW15,"6,840,712",up,716,"6,143,200",49,3,1,0,100.4
5309098,GW14,"6,845,523",up,667,"1,540,834",77,5,1,0,100.2
5309098,GW13,"7,709,030",down,590,"8,686,330",29,9,1,0,99.9
5309098,GW12,"7,507,163",up,561,"3,314,087",46,8,1,0,99.9
5309098,GW11,"7,850,123",up,515,"3,887,597",43,4,1,0,99.7
5309098,GW10,"8,072,386",up,472,"5,859,500",67,4,1,0,99.6
5309098,GW9,"8,343,846",up,405,"3,731,919",53,14,1,0,99.6
5309098,GW8,"8,684,828",up,352,"2,673,274",68,21,1,0,99.6
5309098,GW7,"9,565,951",up,284,"4,212,228",68,8,3,0,99.4
5309098,GW6,"10,133,347",down,216,"10,042,275",27,5,0,0,99.5
5309098,GW5,"9,858,337",down,189,"8,600,493",36,6,0,0,99.6
5309098,GW4,"9,766,391",down,153,"11,316,015",38,11,1,0,99.8
5309098,GW3,"8,916,756",down,115,"9,506,508",36,6,0,0,99.8
5309098,GW2,"8,588,845",down,79,"8,357,098",41,6,1,0,100
5309098,GW1,"8,516,190",same,38,"8,516,204",38,3,0,0,100
776432,GW38,"4,933,436",down,1953,"5,817,477",43,11,5,16,102.9
776432,GW37,"4,643,130",down,1926,"9,845,804",44,25,4,8,102.8
776432,GW36,"4,186,496",down,1890,"10,554,173",46,8,0,0,103.2
776432,GW35,"3,621,715",up,1844,"24,666",89,9,2,4,103.6
776432,GW34,"4,286,028",down,1759,"5,320,560",39,0,3,8,103.4
776432,GW33,"4,163,310",down,1728,"6,138,204",65,23,2,4,103.3
776432,GW32,"3,952,812",down,1667,"5,579,667",50,13,2,4,103.5
776432,GW31,"3,824,359",down,1621,"4,675,420",45,3,2,4,103.1
776432,GW30,"3,761,307",up,1580,"356,425",66,7,2,4,102.9
776432,GW29,"4,250,170",down,1518,"7,479,603",51,20,1,0,102.5
776432,GW28,"4,049,464",up,1467,"2,226,871",70,12,0,0,102.1
776432,GW27,"4,449,374",down,1397,"6,180,322",46,16,5,16,102.8
776432,GW26,"3,903,738",down,1367,"7,641,373",56,4,3,8,103.4
776432,GW25,"3,450,867",up,1319,"430,778",82,0,4,12,103.4
776432,GW24,"3,698,804",up,1249,"2,025,332",67,9,0,0,103.7
776432,GW23,"4,101,596",up,1182,"3,783,053",50,15,2,4,103.5
776432,GW22,"4,188,804",down,1136,"5,025,519",43,15,3,8,103.6
776432,GW21,"4,043,609",up,1101,"2,453,466",60,17,1,0,103.3
776432,GW20,"4,298,936",down,1041,"2,960,279",52,3,4,12,103.4
776432,GW19,"4,121,669",down,1001,"10,723,731",31,7,2,4,103.2
776432,GW18,"3,583,579",up,974,"1,021,433",61,9,4,12,103.1
776432,GW17,"3,733,913",down,925,"6,508,889",68,7,1,0,103.2
776432,GW16,"3,425,241",up,857,"932,655",83,0,7,8,102.5
776432,GW15,"3,884,988",up,782,"1,609,204",64,9,1,0,102.6
776432,GW14,"4,545,128",up,718,"3,655,062",69,7,2,4,102.3
776432,GW13,"4,612,868",down,653,"3,351,232",42,8,3,8,102.3
776432,GW12,"4,563,753",up,619,"1,103,137",56,6,1,0,102.1
776432,GW11,"5,476,830",down,563,"6,013,927",38,8,0,0,101.7
776432,GW10,"5,425,590",up,525,"4,930,214",69,11,0,0,102.5
776432,GW9,"5,564,418",down,456,"7,544,821",42,28,2,4,102.3
776432,GW8,"4,999,161",up,418,"2,471,721",69,2,2,4,102.2
776432,GW7,"5,579,219",up,353,"5,039,148",65,26,2,4,101.5
776432,GW6,"5,643,916",down,292,"6,749,234",41,7,4,12,101.3
776432,GW5,"3,957,780",down,263,"8,126,481",38,4,2,4,101.1
776432,GW4,"2,756,625",down,229,"8,400,500",56,1,1,0,101
776432,GW3,"1,452,550",up,173,"1,485,824",61,3,1,0,100.4
776432,GW2,"3,126,374",up,112,"681,875",72,10,1,0,100
776432,GW1,"8,200,235",same,40,"8,200,248",40,12,0,0,100
8382031,GW38,"4,936,242",down,1952,"6,713,097",39,0,0,0,101.8
8382031,GW37,"4,882,753",down,1913,"7,822,035",50,0,0,0,101.9
8382031,GW36,"4,720,477",up,1863,"1,632,626",87,0,0,0,101.8
8382031,GW35,"5,061,738",down,1776,"7,010,401",49,2,0,0,101.9
8382031,GW34,"4,973,323",down,1727,"8,981,735",27,0,0,0,101.7
8382031,GW33,"4,793,560",down,1700,"8,161,751",57,5,0,0,101.7
8382031,GW32,"4,533,812",down,1643,"6,690,724",46,2,0,0,101.8
8382031,GW31,"4,429,537",down,1597,"8,141,171",30,0,0,0,102
8382031,GW30,"4,106,596",down,1567,"8,772,984",37,17,0,0,102.2
8382031,GW29,"3,869,001",down,1530,"7,831,430",49,10,0,0,102
8382031,GW28,"3,586,338",up,1481,"4,533,575",60,13,0,0,102
8382031,GW27,"3,620,353",down,1421,"7,767,657",42,4,0,0,102
8382031,GW26,"3,476,250",down,1379,"7,307,777",56,9,0,0,101.9
8382031,GW25,"3,285,390",up,1323,"3,297,839",67,11,0,0,101.8
8382031,GW24,"3,417,859",down,1256,"7,491,653",52,13,0,0,101.6
8382031,GW23,"3,256,852",down,1204,"11,278,880",31,16,0,0,101.4
8382031,GW22,"2,813,300",up,1173,"3,725,982",45,15,0,0,100.9
8382031,GW21,"3,033,604",up,1128,"979,997",66,17,0,0,100.8
8382031,GW20,"3,468,871",up,1062,"1,984,487",55,1,0,0,100.9
8382031,GW19,"3,851,584",up,1007,"3,124,540",47,2,0,0,100.8
8382031,GW18,"4,101,829",up,960,"4,260,145",49,11,3,0,100.8
8382031,GW17,"4,259,756",up,911,"3,786,603",77,3,0,0,100.9
8382031,GW16,"4,385,082",down,834,"9,063,663",51,1,0,0,101.1
8382031,GW15,"3,799,585",down,783,"9,037,568",41,3,0,0,101.4
8382031,GW14,"3,345,813",up,742,"1,619,266",76,2,0,0,101.5
8382031,GW13,"3,886,218",down,666,"7,947,669",30,9,0,0,101.8
8382031,GW12,"3,595,763",down,636,"9,336,480",30,2,0,0,102
8382031,GW11,"3,061,384",down,606,"11,274,127",26,2,0,0,102
8382031,GW10,"2,326,134",up,580,"80,325",96,4,0,0,101.6
8382031,GW9,"3,802,158",up,484,"4,751,461",50,7,4,0,101.4
8382031,GW8,"3,950,730",down,434,"5,913,306",57,14,0,0,101.4
8382031,GW7,"3,756,129",down,377,"9,221,217",48,15,0,0,100.9
8382031,GW6,"2,455,527",up,329,"3,188,092",59,5,3,0,100.4
8382031,GW5,"3,063,072",up,270,"4,672,249",45,8,0,0,100.4
8382031,GW4,"3,198,041",up,225,"2,931,949",72,21,0,0,100.2
8382031,GW3,"4,321,641",down,153,"10,519,665",31,3,0,0,100.3
8382031,GW2,"1,423,927",up,122,"1,355,063",66,6,0,0,100.1
8382031,GW1,"3,932,974",same,56,"3,932,979",56,10,0,0,100
1254702,GW38,"5,050,102",down,1946,"11,697,437",22,5,0,0,98.7
1254702,GW37,"4,667,121",down,1924,"7,822,035",50,11,0,0,98.7
1254702,GW36,"4,496,672",up,1874,"2,859,392",81,21,0,0,98.6
1254702,GW35,"4,697,091",up,1793,"977,045",68,22,0,0,98.8
1254702,GW34,"5,019,207",down,1725,"10,816,468",21,0,0,0,98.8
1254702,GW33,"4,701,998",down,1704,"9,483,726",52,12,0,0,98.9
1254702,GW32,"4,308,688",down,1652,"11,571,016",30,11,1,0,99.1
1254702,GW31,"3,776,311",down,1622,"7,336,176",34,0,2,0,99.2
1254702,GW30,"3,510,125",down,1588,"10,951,591",31,8,0,0,99.6
1254702,GW29,"3,080,730",down,1557,"6,096,762",55,8,0,0,99.6
1254702,GW28,"2,948,930",down,1502,"10,078,534",39,5,0,0,100
1254702,GW27,"2,294,463",down,1463,"8,304,160",41,15,0,0,100.1
1254702,GW26,"2,138,010",up,1422,"2,105,915",72,5,0,0,99.9
1254702,GW25,"2,409,633",down,1350,"6,371,579",59,5,0,0,99.7
1254702,GW24,"2,235,678",down,1291,"7,900,182",51,18,0,0,99.5
1254702,GW23,"2,019,139",up,1240,"5,065,120",46,3,0,0,99.4
1254702,GW22,"2,109,163",up,1194,"2,908,260",48,4,2,0,99.3
1254702,GW21,"2,409,605",down,1146,"9,454,648",39,9,0,0,99.2
1254702,GW20,"1,889,989",up,1107,"4,193,489",47,10,0,0,99.3
1254702,GW19,"1,892,701",down,1060,"8,233,782",36,1,0,0,99.6
1254702,GW18,"1,750,709",up,1024,"4,308,221",48,5,0,0,99.6
1254702,GW17,"1,810,842",down,976,"8,677,311",58,2,0,0,99.5
1254702,GW16,"1,179,555",down,918,"3,339,629",69,7,0,0,100
1254702,GW15,"1,136,692",up,849,"2,553,701",59,7,0,0,100.1
1254702,GW14,"1,341,118",up,790,"2,811,227",71,7,0,0,100.2
1254702,GW13,"1,452,818",down,719,"7,947,669",30,9,0,0,100
1254702,GW12,"1,143,651",up,689,"572,344",61,5,1,0,99.9
1254702,GW11,"1,953,314",up,628,"195,447",62,2,1,0,100.1
1254702,GW10,"3,079,670",up,566,"2,057,872",78,4,0,0,99.9
1254702,GW9,"3,567,694",up,488,"6,839",92,14,2,0,99.6
1254702,GW8,"6,317,786",down,396,"9,572,890",43,16,1,0,99.7
1254702,GW7,"5,539,424",down,353,"9,007,809",49,3,0,0,100.1
1254702,GW6,"4,536,431",down,304,"8,693,284",33,11,2,0,100.1
1254702,GW5,"2,985,039",up,271,"5,112,128",44,18,0,0,100
1254702,GW4,"3,001,965",up,227,"4,833,415",67,2,3,0,99.9
1254702,GW3,"3,142,653",up,160,"3,867,310",52,5,0,0,99.8
1254702,GW2,"3,840,714",up,108,"2,759,251",59,6,0,0,99.7
1254702,GW1,"6,072,139",same,49,"6,072,149",49,2,0,0,100
1481294,GW38,"5,116,558",down,1943,"9,257,819",31,5,0,0,101.4
1481294,GW37,"4,915,385",down,1912,"6,794,302",53,2,0,0,101.1
1481294,GW36,"4,816,228",down,1859,"10,079,537",50,3,2,0,100.8
1481294,GW35,"4,364,202",up,1809,"977,045",68,2,0,0,100.8
1481294,GW34,"4,679,084",up,1741,"3,021,280",47,6,0,0,100.6
1481294,GW33,"4,948,108",up,1694,"4,400,867",71,1,0,0,101.6
1481294,GW32,"5,049,192",down,1623,"5,620,105",49,2,0,0,101.8
1481294,GW31,"5,046,602",up,1574,"5,155,868",42,0,0,0,101.7
1481294,GW30,"5,119,058",up,1532,"4,017,578",49,8,2,0,101.9
1481294,GW29,"5,272,402",down,1483,"9,710,303",42,0,0,0,101.7
1481294,GW28,"4,853,310",up,1441,"852,201",79,0,0,0,101.5
1481294,GW27,"5,585,067",down,1362,"10,605,939",37,2,4,0,101.5
1481294,GW26,"5,283,634",down,1325,"12,398,744",33,6,0,0,101.7
1481294,GW25,"4,371,178",down,1292,"11,685,338",38,12,0,0,101.8
1481294,GW24,"3,516,207",up,1254,"617,251",75,0,0,0,102.1
1481294,GW23,"4,209,718",up,1179,"4,167,751",49,3,2,4,102.3
1481294,GW22,"4,257,742",up,1134,"5,393,205",42,1,1,0,102.4
1481294,GW21,"4,366,475",down,1092,"6,387,313",49,1,2,4,102.7
1481294,GW20,"4,066,272",up,1047,"5,122,524",45,0,1,0,102.9
1481294,GW19,"4,077,811",down,1002,"8,641,513",36,0,2,4,103
1481294,GW18,"3,735,064",down,970,"6,833,615",43,0,1,0,102.9
1481294,GW17,"3,649,358",up,927,"2,513,353",83,0,4,0,102.3
1481294,GW16,"3,977,724",up,844,"4,340,825",66,2,2,0,102.3
1481294,GW15,"4,068,608",down,778,"4,298,996",54,1,2,4,101.8
1481294,GW14,"4,053,782",up,728,"1,067,995",80,2,2,0,101.9
1481294,GW13,"4,867,693",down,648,"12,108,560",16,5,0,0,102
1481294,GW12,"3,847,781",down,632,"5,967,014",39,0,2,4,102.1
1481294,GW11,"3,585,294",down,597,"11,631,937",25,0,1,0,102
1481294,GW10,"2,776,290",down,572,"8,573,832",59,1,1,0,101.7
1481294,GW9,"2,139,661",down,513,"4,427,660",51,7,3,4,101.7
1481294,GW8,"2,078,998",down,466,"5,595,752",58,8,0,0,101.9
1481294,GW7,"1,754,589",up,408,"2,582,789",73,2,0,0,101.3
1481294,GW6,"2,080,933",up,335,"1,706,066",66,-2,0,0,101.3
1481294,GW5,"3,278,562",down,269,"3,047,261",50,5,4,8,101.2
1481294,GW4,"3,001,965",down,227,"7,300,033",59,4,0,0,101.1
1481294,GW3,"2,090,471",down,168,"7,516,543",43,1,2,4,100.8
1481294,GW2,"764,559",up,129,"2,183,234",62,0,1,0,100.3
1481294,GW1,"1,392,305",same,67,"1,392,305",67,1,0,0,100
3873256,GW38,"5,606,347",up,1916,"5,534,191",43,0,0,0,101
3873256,GW37,"5,660,327",up,1873,"4,683,562",59,0,0,0,101.1
3873256,GW36,"5,712,256",down,1814,"7,808,272",61,8,0,0,101.1
3873256,GW35,"5,554,059",up,1753,"3,431,879",58,2,0,0,101.4
3873256,GW34,"5,676,365",down,1695,"9,949,235",24,0,0,0,101.4
3873256,GW33,"5,459,564",down,1671,"7,305,308",60,1,0,0,101.5
3873256,GW32,"5,326,429",down,1611,"5,978,726",48,9,0,0,101.5
3873256,GW31,"5,312,074",down,1563,"11,785,489",15,2,0,0,101.5
3873256,GW30,"4,647,760",down,1548,"6,150,687",43,0,0,0,101.5
3873256,GW29,"4,609,713",down,1505,"7,259,083",51,0,0,0,101.3
3873256,GW28,"4,427,012",down,1454,"9,852,224",40,0,0,0,101.4
3873256,GW27,"3,852,475",up,1414,"2,812,957",53,0,0,0,101
3873256,GW26,"4,073,208",up,1361,"1,000,761",78,1,0,0,101
3873256,GW25,"4,654,897",down,1283,"8,160,498",54,1,0,0,100.7
3873256,GW24,"4,387,562",up,1229,"3,186,011",63,0,0,0,100.7
3873256,GW23,"4,662,137",up,1166,"260,609",69,0,0,0,100.4
3873256,GW22,"5,553,946",up,1097,"5,573,820",41,2,0,0,100.3
3873256,GW21,"5,600,537",down,1056,"8,861,072",41,0,0,0,100.4
3873256,GW20,"5,240,613",down,1015,"8,913,471",34,0,0,0,100.6
